Frame,R,G,B,WW,CW
718,255,255,0,0,0
719,255,255,0,0,0
720,255,255,0,0,0
721,255,255,0,0,0
722,255,255,0,0,0
723,255,255,0,0,0
724,255,255,0,0,0
725,255,255,0,0,0
726,255,255,0,0,0
727,255,255,0,0,0
728,255,255,0,0,0
729,255,255,0,0,0
730,255,255,0,0,0
731,255,0,255,0,0
732,255,0,255,0,0
733,255,0,255,0,0
734,255,0,255,0,0
735,255,0,255,0,0
736,255,0,255,0,0
737,255,0,255,0,0
738,255,0,255,0,0
739,255,0,255,0,0
740,255,0,0,0,0
741,255,0,0,0,0
742,255,0,0,0,0
743,255,0,0,0,0
744,255,0,0,0,0
745,255,0,0,0,0
746,255,0,0,0,0
747,255,0,0,0,0
748,255,0,0,0,0
749,255,0,0,0,0
750,255,0,0,0,0
