Frame,R,G,B,WW,CW
354,-16,-27,0,-17,0
355,-16,-27,0,-17,0
356,-16,-28,0,-17,0
357,-17,-28,0,-18,0
358,-17,-28,0,-18,0
359,-17,-28,0,-18,0
360,-17,-28,0,-18,0
361,-18,-28,0,-18,0
362,-18,-29,0,-18,0
363,-18,-29,0,-19,0
364,-18,-29,0,-19,0
365,-19,-29,0,-19,0
366,-19,-29,0,-19,0
367,-19,-29,0,-19,0
368,-19,-29,0,-19,0
369,-19,-29,0,-19,0
370,-19,-29,0,-19,0
371,-19,-29,0,-19,0
372,-19,-29,0,-19,0
373,-19,-29,0,-19,0
374,-19,-29,0,-19,0
375,-19,-29,0,-19,0
376,-20,-30,0,-20,0
377,-19,-29,0,-19,0
378,-19,-29,0,-19,0
379,-19,-29,0,-19,0
380,-19,-29,0,-19,0
381,-19,-29,0,-19,0
382,-19,-29,0,-19,0
383,-19,-29,0,-19,0
384,-19,-29,0,-19,0
385,-19,-29,0,-19,0
386,-19,-29,0,-19,0
387,-19,-29,0,-19,0
388,-18,-29,0,-19,0
389,-18,-29,0,-19,0
390,-18,-29,0,-18,0
391,-18,-28,0,-18,0
392,-17,-28,0,-18,0
393,-17,-28,0,-18,0
394,-17,-28,0,-18,0
395,-17,-28,0,-18,0
396,-16,-28,0,-17,0
397,-16,-27,0,-17,0
398,-16,-27,0,-17,0
399,-15,-27,0,-17,0
400,-15,-27,0,-16,0
401,-15,-27,0,-16,0
402,-14,-26,0,-16,0
403,-14,-26,0,-16,0
404,-13,-26,0,-15,0
405,-13,-26,0,-15,0
406,-12,-25,0,-15,0
407,-12,-25,0,-14,0
408,-12,-25,0,-14,0
409,-11,-24,0,-14,0
410,-11,-24,0,-13,0
411,-10,-24,0,-13,0
412,-9,-23,0,-12,0
413,-9,-23,0,-12,0
414,-8,-23,0,-12,0
415,-8,-22,0,-11,0
416,-7,-22,0,-11,0
417,-7,-22,0,-10,0
418,-6,-21,0,-10,0
419,-5,-21,0,-10,0
420,-5,-21,0,-9,0
421,-4,-20,0,-9,0
422,-3,-20,0,-8,0
423,-3,-19,0,-8,0
424,-2,-19,0,-7,0
425,-1,-18,0,-7,0
426,0,-18,0,-6,0
427,0,-18,0,-6,0
428,0,-17,0,-5,0
429,1,-17,0,-5,0
430,2,-16,0,-4,0
431,2,-16,0,-3,0
432,3,-15,0,-3,0
433,4,-15,0,-2,0
434,5,-14,0,-2,0
435,6,-14,0,-1,0
436,7,-13,0,-1,0
437,7,-13,0,0,0
438,8,-12,0,0,0
439,9,-12,0,0,0
440,10,-11,0,1,0
441,11,-11,0,2,0
442,12,-10,0,2,0
443,13,-9,0,3,0
444,14,-9,0,4,0
445,15,-8,0,4,0
446,16,-8,0,5,0
447,17,-7,0,6,0
448,18,-7,0,6,0
449,19,-6,0,7,0
450,20,-5,0,8,0
451,21,-5,0,8,0
452,22,-4,0,9,0
453,23,-4,0,10,0
454,24,-3,0,11,0
455,25,-2,0,11,0
456,26,-2,0,12,0
457,27,-1,0,13,0
458,28,0,0,13,0
459,29,0,0,14,0
460,30,0,0,15,0
461,31,1,0,16,0
462,32,1,0,17,0
463,34,2,0,17,0
464,35,3,0,18,0
465,36,3,0,19,0
466,37,4,0,20,0
467,38,5,0,20,0
468,39,5,0,21,0
469,40,6,0,22,0
470,42,7,0,23,0
471,43,7,0,24,0
472,44,8,0,25,0
473,45,9,0,25,0
474,46,10,0,26,0
475,47,10,0,27,0
476,49,11,0,28,0
477,50,12,0,29,0
478,51,12,0,30,0
479,52,13,0,30,0
480,53,14,0,31,0
481,55,15,0,32,0
482,56,15,0,33,0
483,57,16,0,34,0
484,58,17,0,35,0
485,60,18,0,36,0
486,61,18,0,36,0
487,62,19,0,37,0
488,63,20,0,38,0
489,64,20,0,39,0
490,66,21,0,40,0
491,67,22,0,41,0
492,68,23,0,42,0
493,69,23,0,42,0
494,71,24,0,43,0
495,72,25,0,44,0
496,73,26,0,45,0
497,74,26,0,46,0
498,76,27,0,47,0
499,77,28,0,48,0
500,78,29,0,49,0
