Frame,R,G,B,WW,CW
568,20,0,110,0,63
569,20,0,110,0,63
570,20,0,110,0,63
571,20,0,110,0,63
572,20,0,110,0,63
573,9,0,52,0,34
574,9,0,52,0,34
575,9,0,52,0,34
576,9,0,52,0,34
577,9,0,52,0,34
578,9,0,52,0,34
579,9,0,52,0,34
580,9,0,52,0,34
581,9,0,52,0,34
582,9,0,52,0,34
583,9,0,52,0,34
584,9,0,52,0,34
585,9,0,52,0,34
586,9,0,52,0,34
587,9,0,52,0,34
588,9,0,52,0,34
589,9,0,52,0,34
590,9,0,52,0,34
591,9,0,52,0,34
592,9,0,52,0,34
593,9,0,52,0,34
594,9,0,52,0,34
595,9,0,52,0,34
596,9,0,52,0,34
597,9,0,52,0,34
598,9,0,52,0,34
599,9,0,52,0,34
600,9,0,52,0,34
601,9,0,52,0,34
602,9,0,52,0,34
603,9,0,52,0,34
604,9,0,52,0,34
605,9,0,52,0,34
606,9,0,52,0,34
607,9,0,52,0,34
608,9,0,52,0,34
609,9,0,52,0,34
610,9,0,52,0,34
611,9,0,52,0,34
612,9,0,52,0,34
613,9,0,52,0,34
614,9,0,52,0,34
615,9,0,52,0,34
616,13,0,36,0,46
617,13,0,36,0,46
618,13,0,36,0,46
619,13,0,36,0,46
620,13,0,36,0,46
621,13,0,36,0,46
622,13,0,36,0,46
623,13,0,36,0,46
624,13,0,36,0,46
625,13,0,36,0,46
626,13,0,36,0,46
627,13,0,36,0,46
628,13,0,36,0,46
629,13,0,36,0,46
630,13,0,36,0,46
631,13,0,36,0,46
632,13,0,36,0,46
633,13,0,36,0,46
634,13,0,36,0,46
635,13,0,36,0,46
636,13,0,36,0,46
637,13,0,36,0,46
638,13,0,36,0,46
639,13,0,36,0,46
640,13,0,36,0,46
641,13,0,36,0,46
642,13,0,36,0,46
643,13,0,36,0,46
644,13,0,36,0,46
645,8,0,40,0,53
646,8,0,40,0,53
647,8,0,40,0,53
648,8,0,40,0,53
649,8,0,40,0,53
650,8,0,40,0,53
651,8,0,40,0,53
652,8,0,40,0,53
653,8,0,40,0,53
654,8,0,40,0,53
655,8,0,40,0,53
656,8,0,40,0,53
657,8,0,40,0,53
658,8,0,40,0,53
659,8,0,40,0,53
660,8,0,40,0,53
661,8,0,40,0,53
662,8,0,40,0,53
663,8,0,40,0,53
664,8,0,40,0,53
665,8,0,40,0,53
666,8,0,40,0,53
667,8,0,40,0,53
668,8,0,40,0,53
669,8,0,40,0,53
670,8,0,40,0,53
671,8,0,40,0,53
672,8,0,40,0,53
673,8,0,40,0,53
674,8,0,40,0,53
675,8,0,40,0,53
676,8,0,40,0,53
677,8,0,40,0,53
678,8,0,40,0,53
679,8,0,40,0,53
680,8,0,40,0,53
681,8,0,40,0,53
682,8,0,40,0,53
683,8,0,40,0,53
684,8,0,40,0,53
685,38,0,202,0,140
686,38,0,202,0,140
687,38,0,202,0,140
688,38,0,202,0,140
689,38,0,202,0,140
690,38,0,202,0,140
691,38,0,202,0,140
692,38,0,202,0,140
693,38,0,202,0,140
694,38,0,202,0,140
695,38,0,202,0,140
696,38,0,202,0,140
697,38,0,202,0,140
698,38,0,202,0,140
699,38,0,202,0,140
700,38,0,202,0,140
701,38,0,202,0,140
702,38,0,202,0,140
703,38,0,202,0,140
704,38,0,202,0,140
705,38,0,202,0,140
706,38,0,202,0,140
707,38,0,202,0,140
708,38,0,202,0,140
709,38,0,202,0,140
710,38,0,202,0,140
711,38,0,202,0,140
712,38,0,202,0,140
713,38,0,202,0,140
714,38,0,202,0,140
715,38,0,202,0,140
716,38,0,202,0,140
717,38,0,202,0,140
718,38,0,202,0,140
719,38,0,202,0,140
720,38,0,202,0,140
721,38,0,202,0,140
722,38,0,202,0,140
723,38,0,202,0,140
724,38,0,202,0,140
725,38,0,202,0,140
726,38,0,202,0,140
727,38,0,202,0,140
728,38,0,202,0,140
729,38,0,202,0,140
730,38,0,202,0,140
731,32,0,128,0,79
732,32,0,128,0,79
733,32,0,128,0,79
734,32,0,128,0,79
735,32,0,128,0,79
736,32,0,128,0,79
737,32,0,128,0,79
738,32,0,128,0,79
739,32,0,128,0,79
740,32,0,128,0,79
741,32,0,128,0,79
742,32,0,128,0,79
743,32,0,128,0,79
744,32,0,128,0,79
745,32,0,128,0,79
746,32,0,128,0,79
747,32,0,128,0,79
748,32,0,128,0,79
749,32,0,128,0,79
750,32,0,128,0,79
751,32,0,128,0,79
752,32,0,128,0,79
753,32,0,128,0,79
754,32,0,128,0,79
755,32,0,128,0,79
756,32,0,128,0,79
757,32,0,128,0,79
758,32,0,128,0,79
759,32,0,128,0,79
760,32,0,128,0,79
761,32,0,128,0,79
762,32,0,128,0,79
763,32,0,128,0,79
764,32,0,128,0,79
765,32,0,128,0,79
766,32,0,128,0,79
767,32,0,128,0,79
768,32,0,128,0,79
769,32,0,128,0,79
770,32,0,128,0,79
771,32,0,128,0,79
772,32,0,128,0,79
773,32,0,128,0,79
774,32,0,128,0,79
775,32,0,128,0,79
776,32,0,128,0,79
777,32,0,128,0,79
778,32,0,128,0,79
779,32,0,128,0,79
780,32,0,128,0,79
781,32,0,128,0,79
782,32,0,128,0,79
783,32,0,128,0,79
784,32,0,128,0,79
785,32,0,128,0,79
786,10,0,40,0,58
787,10,0,40,0,58
788,10,0,40,0,58
789,10,0,40,0,58
790,10,0,40,0,58
791,10,0,40,0,58
792,10,0,40,0,58
793,10,0,40,0,58
794,10,0,40,0,58
